Numer;Numer IT;Tczp;Model;Numer seryjny;Lokalizacja;Linie / projekt;Wydruki w loftware;Wydruki z BAAN;üˆczna liczba wydruk—w;Okres przeglˆdu;Limit wydruk—w;Total
00106;IT0003695;TCZP2029;z4m 300 dpi;02C03410019;b1;coriant;0;0;0;P—¸roczny;100000;17646
00109;IT0003688;TCZP1021;zebra,110xi4,300dpi;14J112500206;b1;sealedairstanowisko30;77;0;77;P—¸roczny;100000;45496
00113;IT0002180;TCZP1096;zebra,110xi4,300dpi;14J104300022;b4;common packaging area;254;0;254;P—¸roczny;100000;34163
00114;IT0002172;TCZP2076;zebra,110xi4,600dpi;14J104600409;b4;tl;0;0;0;P—¸roczny;100000;859698
00115;IT0002490;TCZP1034;zebra,110xi4,600dpi;14J114300656;b4;pack altherma;2300;0;2300;P—¸roczny;100000;300310
00116;IT0002173;TCZP1035;110 xi4 600;14J124600379;b1;kalibracja przy serwerowni b1;3744;0;3744;P—¸roczny;100000;613401
00127;IT0002314;TCZP1020;zebra,110xi4300dpi;14J122600887;b2;naprawy;18589;0;18589;P—¸roczny;100000;1318576
00131;IT0000361;TCZP1016;110 xi4;14J111000532;b2;it-specjalisci;160;0;160;P—¸roczny;100000;39387
00133;IT0003170;TCZP1043;110xi4 600dpi;14J113900832;b4;magazyn przepakowania;159;0;159;P—¸roczny;100000;480223
00138;IT0002777;TCZP2051;zebra,110xi4,300dpi;14J111400194;b3;stanowisko6;0;0;0;P—¸roczny;100000;185241
00139;IT0002801;TCZP2064;zebrazm400;08C08100737;b5;stanowisko 2 na koncu hali, za klatka;0;0;0;P—¸roczny;100000;160574
00140;IT0002774;TCZP3196;zebra,110xi4,300dpi;14J111400198;b5;stanowisko 1;7487;0;7487;P—¸roczny;100000;244257
00142;IT0002237;TCZP2061;zebra,110xi4300dpi;14J110200084;b2;dzielenie 5;0;0;0;P—¸roczny;100000;406907
00143;IT0002812;TCZP2022;zebra,110xi4,300dpi;14J110200300;b3;stanowisko 3;0;0;0;P—¸roczny;100000;209736
00144;IT0002787;TCZP1014;zebra,110xi4,300dpi;14J112700659;b3;nonbom;37;0;37;P—¸roczny;100000;117243
00151;IT0002283;TCZP4101;zebra,110xi4300dpi;14J114000839;b2;dzielenie 1;1;0;1;Kwartalny;100000;3849670
00156;IT0004778;TCZP1153;zebra,110xi4600dpi;14j132700920;b2;stanowisko 1b;16916;0;16916;P—¸roczny;100000;1476990
00161;IT0002296;TCZP2067;zebra,110xi4300dpi;14J113900819;b2;kitting 1;0;0;0;P—¸roczny;100000;2945871
00162;IT0000850;TCZP1047;zebra,110xi4300dpi;14J114000840;b2;stanowisko 1b;16888;0;16888;P—¸roczny;100000;859009
00163;IT0002426;TCZP1059;110xi4 600 dpi;14J121900294;b4;pakowanie;835;0;835;P—¸roczny;100000;761989
00164;IT0001059;TCZP1171;zebra,110xi4,300dpi;14J113900827;b1;iks;0;0;0;P—¸roczny;100000;708448
00170;IT0002683;TCZP2069;110 xi4 600 dpi;14j110200308;b3 bis;antresola st. sqa;21;0;21;P—¸roczny;100000;63932
00192;IT0004107;TCZP1013;zebra,110xi4300dpi;14J132001147;b2;rou006;436;0;436;P—¸roczny;100000;1206423
00195;IT0000840;TCZP2003;xi4 300 dpi;14J132001174;b3;Dystrybucja;0;0;0;P—¸roczny;100000;121536
00198;IT0000800;TCZP1042;zebra,110xi4,300dpi;14J113001032;b1;stanowiskoims;3697;0;3697;P—¸roczny;100000;434543
00199;IT0000798;TCZP1117;zebra,110xi4300dpi;14J131500210;b2;stanowisko 1a;16466;0;16466;P—¸roczny;100000;1275983
00200;IT0011932;TCZP1136;zebra,110xi4,300dpi;14J133400060;b1;sealedairstanowiskoa-03;40;0;40;P—¸roczny;100000;44128
00207;IT0004206;TCZP1159;zebra,110xi4300dpi;14J140200432;b2;stanowisko 1b;11953;0;11953;P—¸roczny;100000;658571
00220;IT0011905;TCZP1178;110xi4-300dpi;14J133600870;b1;kanbany;8983;0;8983;P—¸roczny;100000;225049
00221;IT0003691;TCZP1022;zebra,110xi4,300dpi;14J112700681;b1;przymaszyniefa-109;5184;0;5184;P—¸roczny;100000;63897
00258;IT0000403;TCZP1161;zebra,110xi4300dpi;14J142300657;b2;stanowisko 7;365;0;365;P—¸roczny;100000;162629
00259;IT0000402;TCZP1176;zebra,110xi4,300dpi;14J142500571;b1;tyeesmall-stanowiskoi-06;0;0;0;P—¸roczny;100000;345012
00260;IT0002078;TCZP2059;zebra,zm400;08C08500939;b3;obszar pakowania;0;0;0;Kwartalny;100000;317431
00261;IT0002119;TCZP2024;zebra,110xi4,300dpi;14J113301033;b3bis;sortowani mech;303;0;303;P—¸roczny;100000;36410
00262;IT0002120;TCZP1106;zebra,110xi4300dpi;14J113001029;b2;w2 module assembly;7134;0;7134;P—¸roczny;100000;429565
00264;IT0002127;TCZP1191;zebra,110xi4600dpi;14J105100106;b2;tl;1546;0;1546;P—¸roczny;100000;667174
00265;IT0002133;TCZP2011;zebra,110xi4,300dpi;14J134501113;b3;pod asrs;0;0;0;P—¸roczny;100000;199316
00266;IT0003194;TCZP1158;zebra,110xi4300dpi;14J113001034;b2;pakowanie;3338;0;3338;P—¸roczny;100000;44875
00269;IT0002229;TCZP1183;zebra,110xi4300dpi;14J112500207;b2;tl short kitting;221;0;221;P—¸roczny;100000;252236
00271;IT0002240;TCZP2018;zebra,110xi4300dpi;14J142300662;b2;dzielenie 1;0;0;0;P—¸roczny;100000;394479
