Data Awarii;TCZP;ITNumber;TicketNumber;Rodzaj Naprawy;Non Bom Number;Info;Numer;Numer IT;Tczp;Model;Numer seryjny;Lokalizacja;Linie / projekt;Wydruki w loftware;Wydruki z BAAN;¸àczna liczba wydruków;Okres przeglàdu;Limit wydruków;Total
2024-10-24 00:00:00.000;TCZQ0083;IT0037737;INC21042293;.Nie jestem w stanie wybraç odpowiedniej kategorii;-;Problem z sesja w IB;1007.0;IT0037737;TCZQ0083;zq630;XXZVJ234202487;b3;magazyn mech;7830.0;0.0;7830.0;Pó∏roczny;100000.0;73728.0
2024-10-24 00:00:00.000;TCZQ0084;IT0037663;INC21042293;.Nie jestem w stanie wybraç odpowiedniej kategorii;-;Problem z sesja w IB;1004.0;IT0037663;TCZQ0084;zq630 plus;XXZVJ232703139;b1;magazyn mech;7186.0;0.0;7186.0;Pó∏roczny;100000.0;38025.0
2024-10-27 00:00:00.000;TCZP1177;IT0011927;INC21051604;.Nie jestem w stanie wybraç odpowiedniej kategorii;n/d;;;;;;;;;;;;;;
2024-10-29 00:00:00.000;TCZP4088;IT0038156;INC21097522;Kalibracja;n/d;G∏owica nie dociska∏a naklejek, problemem by∏ wa∏ek który zosta∏ wyj´ty z miejsca i nie w∏o˝ony odpowiednio;1021.0;IT0038156;TCZP4088;cl-s631ii 300 dpi;JM632410009;b2;e/// air linia 1;70.0;0.0;70.0;Pó∏roczny;100000.0;10991.0
2024-10-30 00:00:00.000;TCZP3249;IT0017495;INC21110073;Kalibracja;n/d;;959.0;IT0017495;TCZP3249;ttbp6 600 dpi;H520200031;b1;tyee zoid rack bis;5002.0;;5002.0;Pó∏roczny;100000.0;5002.0
2024-10-30 00:00:00.000;TCZP1177;IT0011927;INC21116653;.Nie jestem w stanie wybraç odpowiedniej kategorii;n/d;;;;;;;;;;;;;;
2024-10-30 00:00:00.000;TCZP1218;IT0011935;INC21119336;Wymiana mediow;n/d;;367.0;IT0011935;TCZP1218;zebra,110xi4600dpi;14j114300092;b2;stanowisko 1b;9394.0;0.0;9394.0;Pó∏roczny;100000.0;1932674.0
2024-10-31 00:00:00.000;TCZQ0083;IT0037737;INC21111506;Problem sieciowy;n/d;;1007.0;IT0037737;TCZQ0083;zq630;XXZVJ234202487;b3;magazyn mech;7830.0;0.0;7830.0;Pó∏roczny;100000.0;73728.0
2024-10-31 00:00:00.000;TCZP3164;IT0017496;INC21122615;Kalibracja;n/d;;821.0;IT0017496;TCZP3164;hellermann600dpi;H5197V200900004;b1;zoid shelf;2912.0;0.0;2912.0;Pó∏roczny;100000.0;42539.0
2024-10-31 00:00:00.000;TCZQ0083;IT0037737;TPM;Kalibracja;;;1007.0;IT0037737;TCZQ0083;zq630;XXZVJ234202487;b3;magazyn mech;7830.0;0.0;7830.0;Pó∏roczny;100000.0;73728.0
2024-10-23 00:00:00.000;TCZP1194;IT0024850;INC21033668;.Nie jestem w stanie wybraç odpowiedniej kategorii;n/d;Drukarka jest po wymianie p∏yty g∏ównej i nie trzyma znów ustawieƒ. Podmieni∏em bateri´, ale nic to nie da∏o.;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
2024-11-04 00:00:00.000;TCZP1194;IT0018879;INC21164739;Kalibracja;n/d;;;;;;;;;;;;;;
2024-11-04 00:00:00.000;TCZP1150;IT0025867;INC21164710;Kalibracja;n/d;;;;;;;;;;;;;;
2024-11-04 00:00:00.000;TCZP4088;IT0038156;INC21167133;Kalibracja;n/d;;1021.0;IT0038156;TCZP4088;cl-s631ii 300 dpi;JM632410009;b2;e/// air linia 1;70.0;0.0;70.0;Pó∏roczny;100000.0;10991.0
2024-11-05 00:00:00.000;TCZP3227;IT0023153;INC21176992;Kalibracja;n/d;;811.0;IT0023153;TCZP3227;hellermann,300dpi;H4175V200600020;b2;weryfikacja koncówek;259.0;0.0;259.0;Pó∏roczny;100000.0;652934.0
2024-11-05 00:00:00.000;TCZP1086;IT0019465;INC21183663;Kalibracja;n/d;reset do defaulta, kalibracja, wypozycjonowanie nadruku;574.0;IT0019465;TCZP1086;zebra,110xi3 plus 300dpi;91C08470294;b2;stanowisko 1b;32406.0;0.0;32406.0;Pó∏roczny;100000.0;783166.0
2024-11-05 00:00:00.000;TCZP3222;IT0023140;INC21184974;Kalibracja;n/d;weryfikacja problemu, reset do defaulta, kalibracja, wypozycjonowanie nadruku, zmiana docisków;840.0;IT0023140;TCZP3222;ttbp6 600pi;H5196V200900006;b2;laminaty;2084.0;0.0;2084.0;Pó∏roczny;100000.0;60618.0
2024-11-06 00:00:00.000;TCZP1187;IT0002264;INC21193346;Kalibracja;n/d;;275.0;IT0002264;TCZP1187;110xi4  300 dpi;80J101100299;b2;dry box;0.0;0.0;0.0;Pó∏roczny;100000.0;764144.0
2024-11-06 00:00:00.000;TCZP2057;IT0021132;INC21191304;Problem sieciowy;-;reset defaults usawien, wczyszczenie pamieci drukarki;766.0;IT0021132;TCZP2057;hellermann,300dpi;H4194V200900040;b2;dzielenie 3;2132.0;0.0;2132.0;Pó∏roczny;100000.0;344418.0
2024-11-06 00:00:00.000;TCZP3248;IT0024354;INC21205468;Wymiana mediow;n/d;;728.0;IT0024354;TCZP3248;hellermann,600dpi;H5196V200900009;b4;inspekcja wizualna;247.0;0.0;247.0;Pó∏roczny;100000.0;45550.0
2024-11-07 00:00:00.000;TCZP1177;IT0011927;INC21140550;.Nie jestem w stanie wybraç odpowiedniej kategorii;n/d;;;;;;;;;;;;;;
2024-11-07 00:00:00.000;TCZP0027;IT0002132;INC21140550;Kalibracja;n/d;Drukarka ma zyzytà g∏owic´. Nalezy zakupiç nowà drukark´ mobilnà w zamian za obecnà;615.0;IT0002132;TCZP0027;laser jet 600 m602;CNCVG1V1MR;b2;sprue fa tl;;;0.0;Pó∏roczny;100000.0;
2024-11-07 00:00:00.000;TCZP3190;IT0037291;INC21186677;Kalibracja;n/d;;;;;;;;;;;;;;
2024-11-07 00:00:00.000;TCZP1041;IT0002824;INC21202402;Kalibracja;n/d;;302.0;IT0002824;TCZP1041;zebra,110xi4,300dpi;14j111300021;b3;stanowisko 3;34672.0;0.0;34672.0;Pó∏roczny;100000.0;1757575.0
2024-11-07 00:00:00.000;TCZP1185;IT0027931;INC21210614;Kalibracja;n/d;;911.0;IT0027931;TCZP1185;ttbp6;H520500022;b3;sprue;5445.0;0.0;5445.0;Pó∏roczny;100000.0;420297.0
2024-11-07 00:00:00.000;TCZP1164;IT0020296;INC21201134;Kalibracja;;;979.0;IT0020296;TCZP1164;hellermannttbp6;H5183V200700031;b2;naprawy e///;1529.0;0.0;1529.0;Pó∏roczny;100000.0;3131.0
2024-11-07 00:00:00.000;TCZP3248;IT0024354;INC21214416;Wymiana mediow;;;728.0;IT0024354;TCZP3248;hellermann,600dpi;H5196V200900009;b4;inspekcja wizualna;247.0;0.0;247.0;Pó∏roczny;100000.0;45550.0
2024-11-08 00:00:00.000;TCZP1086;IT0019465;INC21223211;Kalibracja;n/d;;574.0;IT0019465;TCZP1086;zebra,110xi3 plus 300dpi;91C08470294;b2;stanowisko 1b;32406.0;0.0;32406.0;Pó∏roczny;100000.0;783166.0
2024-11-12 00:00:00.000;TCZP1086;IT0019465;INC21276988;Kalibracja;n/d;Kalka by∏a êle zalo˝ona. Poinformowano operatora o b∏´dzie.;574.0;IT0019465;TCZP1086;zebra,110xi3 plus 300dpi;91C08470294;b2;stanowisko 1b;32406.0;0.0;32406.0;Pó∏roczny;100000.0;783166.0
2024-11-12 00:00:00.000;TCZP1163;IT0003690;INC21256660;Kalibracja;n/d;Drukarka chyba ma problem z trzymaniem ustawieƒ, ale nie zdà˝y∏em zweryfikowaç. Po defaultcie drukuje troch´ lepiej, jednak dalej im nie pasuje;318.0;IT0003690;TCZP1163;zebrazm4plus;02C04410799;b1;narzedziownia,fa-0321;8543.0;0.0;8543.0;Pó∏roczny;100000.0;21034.0
2024-11-18 00:00:00.000;TCZP3203;IT0024174;INC21284372;.Nie jestem w stanie wybraç odpowiedniej kategorii;-;Demonta˝ frontu drukarki od rewindera. Zmiana prarametrów Tear- Off, zmiana offsetów, Kalibracja ;820.0;IT0024174;TCZP3203;hellermann600dpi;H5196V200900011;b2;taygeta;373.0;0.0;373.0;Pó∏roczny;100000.0;2983.0
2024-11-19 00:00:00.000;TCZP3170;IT0028325;INC21293613;Kalibracja;n/d;Drukarka robi dziwne niedodruki w okolicach kraw´dzi drukowanego obszaru. Pomog∏o zwi´kszenie darknessu, jednak dalej nie jest idealnie.;923.0;IT0028325;TCZP3170;citizencl-s631ii;JM632260485;b2;kitting 5;88776.0;0.0;88776.0;Pó∏roczny;100000.0;746316.0
2024-11-21 00:00:00.000;TCZP1225;IT0014592;INC21361341;Kalibracja;n/d;kalibracja, wypozycjonowanie nadruku, ustawienie odpowiedniego poziomu darkness;473.0;IT0014592;TCZP1225;zebra,110xi4600dpi;14J163000311;b2;wózek wyjasnien;104.0;0.0;104.0;Pó∏roczny;100000.0;116228.0
2024-11-21 00:00:00.000;TCZP2042;IT0014591;TASK5822753;Kalibracja;n/d;Skalibrowanie drukarki rozwiàza∏o problem;475.0;IT0014591;TCZP2042;zebra,110xi4,300dpi;14J162000035;b3bis;supportwhtl7943stanowisko1;9088.0;0.0;9088.0;Pó∏roczny;100000.0;56606.0
2024-11-22 00:00:00.000;TCZP3244 ;IT0024204;INC21400172;Kalibracja;n/d;Z∏e po∏o˝enie czujnika;727.0;IT0024204;TCZP3244;hellermann,600dpi;H5196V200900010;b4;inspekcja wizualna;1619.0;0.0;1619.0;Pó∏roczny;100000.0;41532.0
2024-11-28 00:00:00.000;TCZP3168;IT0003422;INC21471147;Wymiana glowicy;178176;;304.0;IT0003422;TCZP3168;zebra,110xi4300dpi;14J132900479;b2;kitting 2;0.0;0.0;0.0;Pó∏roczny;100000.0;605970.0
2024-11-28 00:00:00.000;TCZP3186;IT0002771;INC21441000;Czyszczenie;-;Czyszczenie g∏owicy, zmiana darkness, speed ;295.0;IT0002771;TCZP3186;zebra,110xi4,300dpi;80J101100302;b3;stanowisko 7;8549.0;0.0;8549.0;Pó∏roczny;100000.0;240801.0
2024-12-03 00:00:00.000;TCZP1082;IT0012260;INC21521029;.Nie jestem w stanie wybraç odpowiedniej kategorii;n/d;problemem by∏o u˝ywanie niew∏aÊciwej stacji FF;416.0;IT0012260;TCZP1082;110xi4-600dpi;14J132600393;b2;sprue pakowanie 3;39851.0;0.0;39851.0;Pó∏roczny;100000.0;1181058.0
2024-12-04 00:00:00.000;TCZP1120;IT0013896;INC21540616;Kalibracja;n/d;problem z mediami - pomog∏a kalibracja. Potem pojawi∏ sie problem z brakujàcyn numerem pod barcodem - tutaj pomóg∏ reset do defaulta.;465.0;IT0013896;TCZP1120;zebra,110xi4300dpi;14J161400256;b2;stanowisko 1b;23480.0;0.0;23480.0;Pó∏roczny;100000.0;692179.0
2024-12-04 00:00:00.000;TCZP2082;IT0000665;INC21529668;.Nie jestem w stanie wybraç odpowiedniej kategorii;-;Problem z by∏ zwiàzany z konfiguracja  drukarki w baanie;377.0;IT0000665;TCZP2082;zebra,110xi4300dpi;14J103800190;b2;dzielenie 6;0.0;0.0;0.0;Pó∏roczny;100000.0;336493.0
2024-12-04 00:00:00.000;TCZP1018;IT0036600;INC21532835;Kalibracja;-;Zmiana pozycji i si∏y docisków, usuniecie przyklejonych  etykiet z wa∏ka, reset default, zmiana darkness;945.0;IT0036600;TCZP1018;110xi4 300dpi;14J112200147;b1;centrumpakowania;733.0;0.0;733.0;Pó∏roczny;100000.0;8386.0
2024-12-04 00:00:00.000;TCZP1173;IT0013365;INC21528139;Wymiana mediow;-;wymiana kalki na poprawny item, czyszczenie g∏owicy, zmiana offsetów i tear off;453.0;IT0013365;TCZP1173;zebra,110xi4,300dpi;14J151201098;b1;polewejstronienakoncu;8934.0;0.0;8934.0;Pó∏roczny;100000.0;83775.0
2024-12-04 00:00:00.000;TCZP1181;IT0036575;INC21541811;Wymiana glowicy;178334;wymiana g∏owicy, kalibracja;988.0;IT0036575;TCZP1181;zebra,110xi4600dpi;14J141200991;b2;st10pakowanie2;29583.0;0.0;29583.0;Pó∏roczny;100000.0;240665.0
2024-12-04 00:00:00.000;TCZP2006;IT0012405;inc21485209;Czyszczenie;;;989.0;IT0012405;TCZP2006;zebra,110xi4300dpi;14J133400079;b2;stanowisko4;0.0;0.0;0.0;Pó∏roczny;100000.0;0.0
2024-12-05 00:00:00.000;tczp1112;IT0003632;INC21557637;Kalibracja;n/d;;316.0;IT0003632;tczp1112;110xi4 600dpi;14J130300688;b2;dzielenie 4;5.0;0.0;5.0;Pó∏roczny;100000.0;90644.0
2024-12-09 00:00:00.000;TCZP1194;IT0024850;INC21033668;Kalibracja;;;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
2024-12-09 00:00:00.000;TCZP1194;IT0024850;INC21593441;Kalibracja;;;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
2024-12-11 00:00:00.000;TCZP1182;IT0023337;INC21623348;.Nie jestem w stanie wybraç odpowiedniej kategorii;-;Reset default ustawieƒ drukarki;844.0;IT0023337;TCZP1182;hellermann,300dpi;H420900006;b4;pakowanie;3427.0;0.0;3427.0;Pó∏roczny;100000.0;13749.0
2024-12-13 00:00:00.000;TCZP2057;IT0021132;INC21651796;Problem sieciowy;n/d;wymiana p∏yty g∏ównej;766.0;IT0021132;TCZP2057;hellermann,300dpi;H4194V200900040;b2;dzielenie 3;2132.0;0.0;2132.0;Pó∏roczny;100000.0;344418.0
2024-12-14 00:00:00.000;TCZP1088;IT0018390;INC21655920;Kalibracja;;;553.0;IT0018390;TCZP1088;zebra,110xi4600dpi;14J180900031;b2;miernik 2;23021.0;0.0;23021.0;Pó∏roczny;100000.0;859998.0
2024-12-17 00:00:00.000;TCZP1194;IT0024850;INC21688598;Kalibracja;;;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
2024-12-18 00:00:00.000;TCZP1088;IT0018390;INC21705230;Kalibracja;n/d;Ustawienie docisków i darknessu. Rwa∏o kalk´;553.0;IT0018390;TCZP1088;zebra,110xi4600dpi;14J180900031;b2;miernik 2;23021.0;0.0;23021.0;Pó∏roczny;100000.0;859998.0
2024-12-20 00:00:00.000;TCZP1198;IT0018871;INC21677879;Kalibracja;N/D;Skalibrowanie drukarki;561.0;IT0018871;TCZP1198;hellermann,600dpi;H5178V200700012;b2;olsudystrybutor;0.0;0.0;0.0;Pó∏roczny;100000.0;1955171.0
2024-12-20 00:00:00.000;TCZP1054;IT0018539;INC21732999;Kalibracja;-;zmiana pozycji docisków, si∏y docisków, zmiana darkness;554.0;IT0018539;TCZP1054;zebra,110xi4300dpi;14J153000048;b2;montaz 2.2;13344.0;0.0;13344.0;Pó∏roczny;100000.0;61521.0
2024-12-23 00:00:00.000;TCZP3179;IT0018041;Inwentaryzacja;Wymiana glowicy;178946;Wymiana g∏owicy;520.0;IT0018041;TCZP3179;zebra,110xi4,300dpi;14J171400076;b4;s3 pallet pack;2173.0;0.0;2173.0;Pó∏roczny;100000.0;385623.0
2025-01-02 00:00:00.000;TCZP1088;IT0018390;INC21869209;Czyszczenie;n/d;czyszczenie czujnika obecnosci papieru;553.0;IT0018390;TCZP1088;zebra,110xi4600dpi;14J180900031;b2;miernik 2;23021.0;0.0;23021.0;Pó∏roczny;100000.0;859998.0
2025-01-07 00:00:00.000;TCZP1194;IT0024850;INC21932901;Kalibracja;n/d;Drukarka po restarcie nie trzyma ustawieƒ.;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
2025-01-07 00:00:00.000;TCZP4056;IT0023176;INC21933757;Kalibracja;n/d;zwi´kszenie docisków i kalibracja;814.0;IT0023176;TCZP4056;bp 1600i;H518CV200900082;b4;huddly;3074.0;0.0;3074.0;Pó∏roczny;100000.0;15839.0
2025-01-07 00:00:00.000;TCZP1185;IT0027931;INC21933252;Kalibracja;n/d;Poprawa mediów po za∏o˝eniu przez brygadzist´.;911.0;IT0027931;TCZP1185;ttbp6;H520500022;b3;sprue;5445.0;0.0;5445.0;Pó∏roczny;100000.0;420297.0
2025-01-07 00:00:00.000;TCZP1088;IT0018390;INC21933458;Kalibracja;n/d;Zmieniono ustawienia konwersji formatu;553.0;IT0018390;TCZP1088;zebra,110xi4600dpi;14J180900031;b2;miernik 2;23021.0;0.0;23021.0;Pó∏roczny;100000.0;859998.0
2025-01-07 00:00:00.000;TCZP3225;IT0036370;INC21932596;Kalibracja;n/d;èle za∏o˝one media;936.0;IT0036370;TCZP3225;ttbp6;H521100080;b2;dystrybutor supermarketu;16196.0;0.0;16196.0;Pó∏roczny;100000.0;46648.0
2025-01-08 00:00:00.000;TCZP3160;IT0018550;INC21954263;Problem sieciowy;n/d;;826.0;IT0018550;TCZP3160;cl-s631 300 dpi;JMGB018368;b2;kitting 4;30117.0;0.0;30117.0;Pó∏roczny;100000.0;276824.0
2025-01-09 00:00:00.000;TCZP1192;IT0024780;INC21966270;Problem sieciowy;-;clean memory printer, reset default, restart drukarki ;863.0;IT0024780;TCZP1192;hellermann,600dpi;H520300034;b4;tl;1676.0;0.0;1676.0;Pó∏roczny;100000.0;102789.0
2025-01-09 00:00:00.000;TCZP1170;IT0037030;INC21965962;Wymiana mediow;-;poprawne za∏o˝enie etykiet, reset default ustawieƒ;993.0;IT0037030;TCZP1170;bp1300i;H422100005;b3;b3 sortowanie;2238.0;0.0;2238.0;Pó∏roczny;100000.0;6886.0
2025-01-13 00:00:00.000;TCZP1045;IT0036573;INC22003362;Kalibracja;n/d;kalibracja, poprawa u∏o˝enia kalki, wypozycjonowanie nadruku;978.0;IT0036573;TCZP1045;zebra,110xi4600dpi;14J151201244;b2;rox;1164.0;0.0;1164.0;Pó∏roczny;100000.0;42807.0
2025-01-14 00:00:00.000;TCZP1169;IT0036577;INC22015019;Kalibracja;n/d;Drukarka drukowala uciete naklejki. Defautl pomog∏;980.0;IT0036577;TCZP1169;hellermann,600dpi;H5183V200700020;b2;sanowisko5.1;9363.0;0.0;9363.0;Pó∏roczny;100000.0;131121.0
2025-01-14 00:00:00.000;TCZP1030;IT0002779;INC22012660;Wymiana glowicy;179246;Robi∏y si´ paski, kody nie skanowa∏y, wi´c wymieni∏em g∏owic´;296.0;IT0002779;TCZP1030;zebra,110xi3,300dpi;91C07360053;b3;stanowisko 5;0.0;0.0;0.0;Pó∏roczny;100000.0;330878.0
2025-01-14 00:00:00.000;TCZP1212;IT0025877;INC22016397;Problem sieciowy;;;891.0;IT0025877;TCZP1212;ttbp6 600dpi;H520200039;b4;flierpacking;608.0;0.0;608.0;Pó∏roczny;100000.0;2649.0
2025-01-14 00:00:00.000;TCZP1169;IT0036577;INC22017882;Wymiana glowicy;179261;;980.0;IT0036577;TCZP1169;hellermann,600dpi;H5183V200700020;b2;sanowisko5.1;9363.0;0.0;9363.0;Pó∏roczny;100000.0;131121.0
2025-01-16 00:00:00.000;TCZP1235;IT0003786;INC22044473;Kalibracja;n/d;;326.0;IT0003786;TCZP1235;zebra,110xi3plus600dpi;91C05490186;b2;pakowaniepam;4084.0;0.0;4084.0;Pó∏roczny;100000.0;904215.0
2025-01-17 00:00:00.000;TCZP1087;IT0002282;INC22055084;.Nie jestem w stanie wybraç odpowiedniej kategorii;-;brak zasilania;280.0;IT0002282;TCZP1087;zebra,110xi4300dpi;14J142500566;b2;kiting 3;4904.0;0.0;4904.0;Pó∏roczny;100000.0;200028.0
2025-01-17 00:00:00.000;TCZP1076;IT0036456;INC22060441;Kalibracja;n/d;;942.0;IT0036456;TCZP1076;110xi4 600dpi;14J180900024;b4;axis;4606.0;0.0;4606.0;Pó∏roczny;100000.0;6874.0
2025-01-17 00:00:00.000;TCZP3151;IT0021327;INC22016502;Kalibracja;;;769.0;IT0021327;TCZP3151;hellermann300dpi;H4194V200900019;b1;stanowiskoims;17960.0;0.0;17960.0;Pó∏roczny;100000.0;191927.0
2025-01-20 00:00:00.000;TCZP1082;IT0012260;INC22086604;Kalibracja;N/D;Kalibracja ;416.0;IT0012260;TCZP1082;110xi4-600dpi;14J132600393;b2;sprue pakowanie 3;39851.0;0.0;39851.0;Pó∏roczny;100000.0;1181058.0
2025-01-20 00:00:00.000;TCZP1174;IT0007520;IT0007520;Kalibracja;N/D;kalibracja;343.0;IT0007520;TCZP1174;zebra,110xi4300dpi;14j150500691;b2;stanowisko 1a;22116.0;0.0;22116.0;Pó∏roczny;100000.0;807456.0
2025-01-21 00:00:00.000;TCZP1022;IT0003691;INC22086489;Kalibracja;-;zmiana darkness, pozycji docików, wyprosowanie maskownicy g∏owicy;221.0;IT0003691;TCZP1022;zebra,110xi4,300dpi;14J112700681;b1;przymaszyniefa-109;5184.0;0.0;5184.0;Pó∏roczny;100000.0;63897.0
2025-01-22 00:00:00.000;TCZP1194;IT0024850;INC22112329;Kalibracja;n/d;Drukarka dalej nie trzyma ustawieƒ, ustawiono IP i skalibrowano;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
2025-01-22 00:00:00.000;TCZP1062;IT0021112;INC22112609;Kalibracja;;;764.0;IT0021112;TCZP1062;ttbp3 (bp1300i);H4194V200900024;b2;miernik 1;46860.0;0.0;46860.0;Pó∏roczny;100000.0;106229.0
2025-01-22 00:00:00.000;TCZP1223;IT0012410;INC22112402;Kalibracja;n/d;Poprawa mediów, lekkie przeczyszczenie drukarki;438.0;IT0012410;TCZP1223;zebra,110xi4600dpi;14J153200523;b2;pakowanie4.5;1265.0;0.0;1265.0;Pó∏roczny;100000.0;316445.0
2025-01-23 00:00:00.000;TCZP1190;IT0018099;INC22137473;Czyszczenie;n/d;Nieprawid∏owo za∏o˝one media. Przeczyszczono zalegajàce naklejki i za∏o˝ono media poprawnie.;529.0;IT0018099;TCZP1190;zebra,110xi4600dpi;14J172100777;b2;nakoncu;33.0;0.0;33.0;Pó∏roczny;100000.0;3341.0
2025-01-23 00:00:00.000;TCZP1214;IT0020344;INC22112372;Kalibracja;n/d;Drukarka coÊ zamuli∏a;732.0;IT0020344;TCZP1214;hellermann,600dpi;H5178V200700009;b4;shearwater;81314.0;0.0;81314.0;Pó∏roczny;100000.0;477000.0
2025-01-24 00:00:00.000;TCZP1143;IT0003178;INC22150095;Wymiana glowicy;179670;Wymiana g∏owicy, kalibracja, zmiana offsetów;308.0;IT0003178;TCZP1143;zebra,110xi4300dpi;14J140200430;b2;kitting 2;384.0;0.0;384.0;Pó∏roczny;100000.0;383904.0
2025-01-24 00:00:00.000;TCZP1213;IT0009272;INC22150095;Wymiana glowicy;179671;Wymiana g∏owicy, kalibracja, zmiana offsetów;359.0;IT0009272;TCZP1213;zebra,110xi4300dpi;14J150900503;b2;full kitting 4;777.0;0.0;777.0;Pó∏roczny;100000.0;312996.0
2025-01-24 00:00:00.000;TCZP1222;IT0012019;INC22150095;Czyszczenie;-;wyczyszczenie g∏owicy, zmiana darkness, kalibracja, zmiana offsetów;410.0;IT0012019;TCZP1222;zebra,110xi4300dpi;14J151100735;b2;kitting 6;440.0;0.0;440.0;Pó∏roczny;100000.0;224419.0
2025-01-24 00:00:00.000;TCZP1180;IT0011903;INC22150095;Czyszczenie;-;Czyszczenie g∏owicy, kalibracja, zmiana darkness, zmiana offsetów;376.0;IT0011903;TCZP1180;zebra,110xi4600dpi;14J114000841;b2;kitting 1;1193.0;0.0;1193.0;Pó∏roczny;100000.0;944212.0
2025-01-27 00:00:00.000;TCZP1062;IT0021112;INC22176163;Kalibracja;n/d;;764.0;IT0021112;TCZP1062;ttbp3 (bp1300i);H4194V200900024;b2;miernik 1;46860.0;0.0;46860.0;Pó∏roczny;100000.0;106229.0
2025-01-27 00:00:00.000;TCZP3151;IT0021327;INC22150300;Kalibracja;n/d;;769.0;IT0021327;TCZP3151;hellermann300dpi;H4194V200900019;b1;stanowiskoims;17960.0;0.0;17960.0;Pó∏roczny;100000.0;191927.0
2025-01-30 00:00:00.000;TCZP1054;IT0018539;INC22212074;Kalibracja;n/d;;554.0;IT0018539;TCZP1054;zebra,110xi4300dpi;14J153000048;b2;montaz 2.2;13344.0;0.0;13344.0;Pó∏roczny;100000.0;61521.0
2025-01-30 00:00:00.000;TCZP1153;IT0004778;INC22214059;Czyszczenie;;;156.0;IT0004778;TCZP1153;zebra,110xi4600dpi;14j132700920;b2;stanowisko 1b;16916.0;0.0;16916.0;Pó∏roczny;100000.0;1476990.0
2025-01-30 00:00:00.000;TCZP1218;IT0011935;INC22214466;Kalibracja;;;367.0;IT0011935;TCZP1218;zebra,110xi4600dpi;14j114300092;b2;stanowisko 1b;9394.0;0.0;9394.0;Pó∏roczny;100000.0;1932674.0
2025-02-01 00:00:00.000;TCZP1056;IT0028324;INC22232812;Kalibracja;n/d;kalibracja pomog∏a z p∏ywajàcym wydrukiem;922.0;IT0028324;TCZP1056;citizencl-s631ii;JM632260487;b2;dry box;2438.0;0.0;2438.0;Pó∏roczny;100000.0;57878.0
2025-02-03 00:00:00.000;TCZP2051;IT0002777;INC22189017;Wymiana glowicy;179953;;138.0;IT0002777;TCZP2051;zebra,110xi4,300dpi;14J111400194;b3;stanowisko6;0.0;0.0;0.0;Pó∏roczny;100000.0;185241.0
2025-02-03 00:00:00.000;TCZP1241;IT0009394;TASK5907025;Czyszczenie;Czyszczenie;;425.0;IT0009394;TCZP1241;zebra,110xi4,300dpi;14J151201087;b3;stara jabra shipping;5969.0;0.0;5969.0;Pó∏roczny;100000.0;111026.0
2025-02-04 00:00:00.000;TCZP3151;IT0021327;INC22266689;Kalibracja;brak;;769.0;IT0021327;TCZP3151;hellermann300dpi;H4194V200900019;b1;stanowiskoims;17960.0;0.0;17960.0;Pó∏roczny;100000.0;191927.0
2025-02-05 00:00:00.000;TCZP1067;IT0028249;INC22283779;Czyszczenie;n/d;czyszczenie g∏owicy rozwiàza∏o problem z niedodrukami;917.0;IT0028249;TCZP1067;hellermann bp bp1300i;H421600076;b2;workshop;43856.0;0.0;43856.0;Pó∏roczny;100000.0;43856.0
2025-02-07 00:00:00.000;TCZP1214;IT0020344;INC22325972;Czyszczenie;n/d;Wyczyszczenie czujników, poprawienie mediów, za∏o˝enie rolki, kalibracja ;732.0;IT0020344;TCZP1214;hellermann,600dpi;H5178V200700009;b4;shearwater;81314.0;0.0;81314.0;Pó∏roczny;100000.0;477000.0
2025-02-11 00:00:00.000;TCZP3218;IT0023177;TASK5917017;Problem z czujnikiem;n/d;Czujnik zosta∏ ustawiony, drukarka zosta∏a skalibrowana, tear off zosta∏ przestawiony ;884.0;IT0023177;TCZP3218;hellerman 600dpi;H518CV200900087;b4;ua/pu test;0.0;0.0;0.0;Pó∏roczny;100000.0;630.0
2025-02-12 00:00:00.000;TCZP1185;IT0027931;tczp1185;Czyszczenie;;;911.0;IT0027931;TCZP1185;ttbp6;H520500022;b3;sprue;5445.0;0.0;5445.0;Pó∏roczny;100000.0;420297.0
2025-02-12 00:00:00.000;TCZP1194;IT0024850;INC22389192;Problem sieciowy;n/d;Karta sieciowa zosta∏a przestawiona na dhcp, dodatkowo potrzebna by∏a kalibracja wydruku;886.0;IT0024850;TCZP1194;hellermann,600dpi;H520300012;b4;cba#200_1;5822.0;0.0;5822.0;Pó∏roczny;100000.0;24834.0
